survey	id	sentence_nr	context_en	context_ru	sentence_en	sentence_ru	translat_original	translit_morph	gloss	translation	target_verb	target_trans	form_label	exp	given	comments	speaker	idiom	language	gender	birthyear	date
pfq	279	78	[Question: Why did you believe what she told you about Paris? Note: use BE or VISIT or whatever is most natural in L.]	[Вопрос: Почему ты верил в том, что она тебе рассказывала про Париж?]	Answer: I BELIEVE her, because she BE to (VISIT) Paris. 	Ответ: Я ВЕРИТЬ ей, потому что она БЫТЬ (ПОСЕЩАТЬ) Париж. 	Дун божана, дой Парижалда йик1арай мехалъ.	dun božana, doj parižalda jik’araj meχaɬ. 			верить	božana	aorist	not p	not p		2	Khunzakh	Avar	M		2016
pfq	280	78	[Question: Why did you believe what she told you about Paris? Note: use BE or VISIT or whatever is most natural in L.]	[Вопрос: Почему ты верил в том, что она тебе рассказывала про Париж?]	Answer: I BELIEVE her, because she BE to (VISIT) Paris. 	Ответ: Я ВЕРИТЬ ей, потому что она БЫТЬ (ПОСЕЩАТЬ) Париж. 	Дун божана, дой Парижалда йик1арай мехалъ.	dun božana, doj parižalda jik’araj meχaɬ. 			быть/посещать	jik’araj	participle	pluperfect	other		2	Khunzakh	Avar	M		2016
pfq	281	79	[The speaker used to meet his friend once a week, but nowadays he does not see him at all. “The film” refers to a different film each time:]	[Вы раньше каждую неделю встречались с одним другом который очень любил смотреть фильмы, но вы его сейчас никогда больше не видите.]	Every time I MEET him in those years, he TELL me about the film he just SEE. 	Каждый раз когда я ВСТРЕЧАТЬСЯ с ним в те годы, он РАССКАЗЫВАТЬ про (какой-то) фильм который он недавно ВИДЕТЬ.	Цебе дунги дир гьудулги рихара мехалъ дос дийе бицунеб бук1ана жугу хилагьрал кинабазул х1агъалъул.	cebe dungi dir hudulgi riχara meχaɬ dos dije bicuneb buk’ana žugu χalahral kinabazul ħaʁaɬul.			встречаться	riχara	participle	not p	other		2	Khunzakh	Avar	M		2016
pfq	282	79	[The speaker used to meet his friend once a week, but nowadays he does not see him at all. “The film” refers to a different film each time:]	[Вы раньше каждую неделю встречались с одним другом который очень любил смотреть фильмы, но вы его сейчас никогда больше не видите.]	Every time I MEET him in those years, he TELL me about the film he just SEE. 	Каждый раз когда я ВСТРЕЧАТЬСЯ с ним в те годы, он РАССКАЗЫВАТЬ про (какой-то) фильм который он недавно ВИДЕТЬ.	Цебе дунги дир гьудулги рихара мехалъ дос дийе бицунеб бук1ана жугу хилагьрал кинабазул х1агъалъул.	cebe dungi dir hudulgi riχara meχaɬ dos dije bicuneb buk’ana žugu χalahral kinabazul ħaʁaɬul.			рассказывать 	bicuneb buk’ana	aorist_imperfect	not p	not p		2	Khunzakh	Avar	M		2016
pfq	283	79	[The speaker used to meet his friend once a week, but nowadays he does not see him at all. “The film” refers to a different film each time:]	[Вы раньше каждую неделю встречались с одним другом который очень любил смотреть фильмы, но вы его сейчас никогда больше не видите.]	Every time I MEET him in those years, he TELL me about the film he just SEE. 	Каждый раз когда я ВСТРЕЧАТЬСЯ с ним в те годы, он РАССКАЗЫВАТЬ про (какой-то) фильм который он недавно ВИДЕТЬ.	Цебе дунги дир гьудулги рихара мехалъ дос дийе бицунеб бук1ана жугу хилагьрал кинабазул х1агъалъул.	cebe dungi dir hudulgi riχara meχaɬ dos dije bicuneb buk’ana žugu χalahral kinabazul ħaʁaɬul.			видеть	unclear	unclear	pluperfect	unclear		2	Khunzakh	Avar	M		2016
pfq	284	80	[Looking at a house.]	[Смотря на какой-то дом.]	Who BUILD this house?	Кто СТРОИТЬ этот дом?	Лъица гьаб ругъ бараб?	ɬica hab ruʁ barab?			строить	barab	participle	not p	other		2	Khunzakh	Avar	M		2016
pfq	285	81	[Looking at a picture of a house which has been torn down.]	[Смотря на фотографию дома, который сейчас уже снесли.]	Who BUILD this house?	Кто СТРОИТЬ этот дом?	Лъица гьаниб ругъ бан бук1ара?	ɬica hanib ruʁ ban buk’ara?			строить	ban buk’ara	unclear	pluperfect	unclear		2	Khunzakh	Avar	M		2016
pfq	286	82	[Question: Can I get my wages now?]	[Вопрос: Вы мне зарплату дадите сейчас?]	Answer: I NOT PAY you your wages before you FINISH the entire job.	Ответ: Я вам зарплату НЕ ПЛАТИТЬ до того как вы ЗАКАНЧИВАТЬ всю работу.	Дица дуй харж кьеларо дуца кинабго х1алт1и ккуг1изабич1ун.	dica duj χarž ƛʼelaro duca kinabgo ħalt’i kːuʕizabičʼun.			не платить	ƛʼelaro	present	future perfect	other	negative	2	Khunzakh	Avar	M		2016
pfq	287	82	[Question: Can I get my wages now?]	[Вопрос: Вы мне зарплату дадите сейчас?]	Answer: I NOT PAY you your wages before you FINISH the entire job.	Ответ: Я вам зарплату НЕ ПЛАТИТЬ до того как вы ЗАКАНЧИВАТЬ всю работу.	Дица дуй харж кьеларо дуца кинабго х1алт1и ккуг1изабич1ун.	dica duj χarž ƛʼelaro duca kinabgo ħalt’i kːuʕizabičʼun.			заканчивать	kːuʕizabičʼun	unclear	perfect	unclear		2	Khunzakh	Avar	M		2016
pfq	288	83	[As in 82 above.]	[Другой ответ на вопрос 82.]	I PAY you your wages after you FINISH the entire job.	Ответ: Я вам зарплату ПЛАТИТЬ после того как вы ЗАКАНЧИВАТЬ всю работу.	Дица дуй харж кьел(аро?) дуца кинабго х1алт1и ккуг1изабич1ун.	dica duj χarž ƛʼel(aro?) duca kinabgo ħalt’i kːuʕizabičʼun.			платить	ʟːʼel(aro?)	unclear	future perfect	unclear		2	Khunzakh	Avar	M		2016
pfq	289	83	[As in 82 above.]	[Другой ответ на вопрос 82.]	I PAY you your wages after you FINISH the entire job.	Ответ: Я вам зарплату ПЛАТИТЬ после того как вы ЗАКАНЧИВАТЬ всю работу.	Дица дуй харж кьел(аро?) дуца кинабго х1алт1и ккуг1изабич1ун.	dica duj χarž ƛʼel(aro?) duca kinabgo ħalt’i kːuʕizabičʼun.			заканчивать	kːuʕizabičʼun	converb	perfect	other		2	Khunzakh	Avar	M		2016
pfq	290	84	[B is setting out on a journey. A intends to sell her own house while B is away. A tells B about this:]	[В отправляется в путешествие. А собирается продавать свой дом когда В путешествует. А говорит об этом В:]	A: When you COME BACK next year, I SELL my house. 	А: Когда ты ВОЗВРАЩАТЬСЯ в следующем году, я ПРОДАВАТЬ свой дом.	Т1адиялъул мун рокъове вусарав мехалъ рукъ уже бичун бук1ине буго.	t’adijaɬul mun roqʼowe wusaraw meχaɬ ruqʼ uže bičun buk’ine bugo.			возвращаться	wusaraw	participle	future	other		2	Khunzakh	Avar	M		2016
pfq	291	84	[B is setting out on a journey. A intends to sell her own house while B is away. A tells B about this:]	[В отправляется в путешествие. А собирается продавать свой дом когда В путешествует. А говорит об этом В:]	A: When you COME BACK next year, I SELL my house. 	А: Когда ты ВОЗВРАЩАТЬСЯ в следующем году, я ПРОДАВАТЬ свой дом.	Т1адиялъул мун рокъове вусарав мехалъ рукъ уже бичун бук1ине буго.	t’adijaɬul mun roqʼowe wusaraw meχaɬ ruqʼ uže bičun buk’ine bugo.			продавать	bičun buk’ine bugo	unclear	future perfect	unclear		2	Khunzakh	Avar	M		2016
pfq	292	85	[A began working here in June for almost thirty years ago. It is April and A tells that the anniversary is approaching:]	[А начал работу на текущем месте тридцать лет назад в июне. Сейчас апрель и А предупреждает что юбилей приближается.]	A: In June this year I WORK here for thirty years. 	А: В июне в этом году я РАБОТАТЬ здесь уже тридцать лет. 	Исана июналда дун х1алт1изе лъух1ун 30 базе буго.	isana ijunalda dun ħalt’ize ɬuħun 30 baze bugo.			работать	ɬuħun	converb	future perfect	other		2	Khunzakh	Avar	M		2016
pfq	293	86			If I GET my wages tomorrow, I BUY you a beer. 	Если я ПОЛУЧАТЬ свою зарплату завтра, я тебе ПОКУПАТЬ пиво.	Дийе метер харж щвани дица дуй пиво босила.	dije meter χarž šːwani dica duj piwo bosila.			получать	šːwani	aorist	unclear	not p	conditional	2	Khunzakh	Avar	M		2016
pfq	294	86			If I GET my wages tomorrow, I BUY you a beer. 	Если я ПОЛУЧАТЬ свою зарплату завтра, я тебе ПОКУПАТЬ пиво.	Дийе метер харж щвани дица дуй пиво босила.	dije meter χarž šːwani dica duj piwo bosila.			покупать  	bosila	future	future	future		2	Khunzakh	Avar	M		2016
pfq	295	87	[The speaker has not received his wages yet:]	[А еще не ПОЛУЧАТЬ зарплату:]	The day I GET my wages I BUY you a beer. 	Когда ПОЛУЧАТЬ свою зарплату я ПОКУПАТЬ тебе пиво.	Дийе харж щвараб мехалъ дица дуйе пива босила.	dije χarž šːwarab meχaɬ dica duje piwa bosila.			получать	šːwarab	participle	future perfect	other		2	Khunzakh	Avar	M		2016
pfq	296	87	[The speaker has not received his wages yet:]	[А еще не ПОЛУЧАТЬ зарплату:]	The day I GET my wages I BUY you a beer. 	Когда ПОЛУЧАТЬ свою зарплату я ПОКУПАТЬ тебе пиво.	Дийе харж щвараб мехалъ дица дуйе пива босила.	dije χarž šːwarab meχaɬ dica duje piwa bosila.			покупать  	bosila	future	future 	future		2	Khunzakh	Avar	M		2016
pfq	297	88			Those who GET their wages tomorrow certainly GO to have a beer. 	Те, которые завтра ПОЛУЧАТЬ свою зарплату точно ИДТИ ПИТЬ пиво. 	Метер харж щвараб щиналчахи пива гьекъезе ине руго.	meter χarž šːwarab šːinalčaχi piwa heqʼeze ine rugo.			получать	šːwarab	participle	future	other		2	Khunzakh	Avar	M		2016
pfq	298	88			Those who GET their wages tomorrow certainly GO to have a beer. 	Те, которые завтра ПОЛУЧАТЬ свою зарплату точно ИДТИ ПИТЬ пиво. 	Метер харж щвараб щиналчахи пива гьекъезе ине руго.	meter χarž šːwarab šːinalčaχi piwa heqʼeze ine rugo.			идти пить	heqʼeze ine rugo	future	future	future		2	Khunzakh	Avar	M		2016
pfq	299	1	[A: I want to give your sister a book to read, but I don’t know which one. Are there any of these books that she READ already?]	[A: Я хочу подарить вашей сестре книгу, но не знаю какую. Есть ли какие-нибудь книги, которые она уже ЧИТАТЬ]	B: Yes, she READ this book.	В: Да, она ЧИТАТЬ эту книгу. 	Гьу, гьегелд рали гьенер хуча.	hu, hegeld rali hener χuča.			читать	rali	aorist	perfect	not p		1	Rikvani	Andi	M		2016
pfq	300	2	[A: It seems that your sister never finishes books.]	[А: Кажется, что ваша сестра никогда не читает книги до конца.]	B: (That is not quite true.) She READ this book (=all of it). 	В: (Это не совсем правда.) Она ЧИТАТЬ эту книгу (то есть, полностью). 	Гьегелд рали гьенер хуча.	hegeld rali hener χuča. 			читать	rali	aorist	perfect	not p		1	Rikvani	Andi	M		2016
pfq	301	3	[Question: Is the king still alive?]	[Вопрос: Король еще жив?]	No, he DIE. 	Нет, он УМИРАТЬ.	Су, гьегев вуч1о.	su, hegew wučʼo.			умирать	wučʼo	aorist	perfect	not p		1	Rikvani	Andi	M		2016
pfq	302	4			Question: You MEET my sister (at any time in your life up to now?)	Вопрос: Вы ЗНАКОМИТЬСЯ с моей сестрой (в какой-то момент в вашей жизни до сих пор)?	Дуб лъай-хъвай джиле дий йоцлогу.	dub ɬaj-qʷaj žile dij joclogu.			знакомиться	ɬaj-qwaj žile	present	perfect	other	interrogative	1	Rikvani	Andi	M		2016
pfq	303	5	[A child asks: Can I go now?]	[Ребенок спрашивает: можно ли мне уйти?]	Mother: You DO your homework?	Мать: Ты ДЕЛАТЬ домашнее задание?	Мен джийде ищарий ччиб?	men žijde išːarij čːib?			делать	žijde	aorist 	perfect	not p	interrogative	1	Rikvani	Andi	M		2016
pfq	304	6	[Question: Do you know my sister?]	[Вопрос: Вы знаете мою сестру?]	Answer: Yes, I MEET her (so I know her).	Ответ: Да, я с ней ЗНАКОМИТЬСЯ (и поэтому знаю ее).	Гьу, диб гьегеллъогу лъай-хъвай джи.	hu, dib hegelɬogu ɬaj-qʷaj ži.			знакомиться	ɬaj-qwaj ži	present	perfect	other		1	Rikvani	Andi	M		2016
pfq	305	7	[Question: Can you swim in this lake? (=Is it possible for anybody to swim in this lake?)]	[Вопрос: Можно ли купаться в этом озере (= возможно ли любому человеку купаться в этом озере?]	Answer: Yes, at least I SWIM in it several times. 	Ответ: Да, по крайней мере я КУПАТЬСЯ несколько раз. 	Гьу икьолло ден авчо чомц1уло.	hu iƛʼollo den awčo čomcʼulo.			купаться	awčo	aorist	perfect	not p		1	Rikvani	Andi	M		2016
pfq	306	8	[Do you know what happened to me just an hour ago?]	[Знаете что со мной случилось час назад?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Решулъ волъо вук1о.	rešuɬ woɬo wuk’o. 			ходить	woɬo wuk’o	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	307	8	[Do you know what happened to me just an hour ago?]	[Знаете что со мной случилось час назад?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Ц1иннич1игу беркула ч1ек1а бигъи.	cʼinničʼigu berkula čʼek’a biʁi.			наступать	biʁi	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	308	8	[Do you know what happened to me just an hour ago?]	[Знаете что со мной случилось час назад?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Гьегелд ч1ек1уч1у къамми.	hegeld  čʼek’učʼu qʼammi. 			кусать 	qʼammi	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	309	8	[Do you know what happened to me just an hour ago?]	[Знаете что со мной случилось час назад?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Ден бихидло гьегелло гьинц1о шамми.	den biχidlo hegello hincʼo šammi. 			брать	biχidlo	converb	not p	other	+additive	1	Rikvani	Andi	M		2016
pfq	310	8	[Do you know what happened to me just an hour ago?]	[Знаете что со мной случилось час назад?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Ден бихидло гьегелло гьинц1о шамми.	den biχidlo hegello hincʼo šammi.			бросать	šammi	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	311	8	[Do you know what happened to me just an hour ago?]	[Знаете что со мной случилось час назад?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Гьегеб бич1о.	hegeb bičʼo. 			умирать	bičʼo	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	312	9	[Do you know what happened to me yesterday?]	[Знаете что вчера со мной случилось?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Решулъ волъо вук1о.	rešuɬ woɬo wuk’o. 			ходить	woɬo wuk’o	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	313	9	[Do you know what happened to me yesterday?]	[Знаете что вчера со мной случилось?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Ц1иннич1игу беркула ч1ек1а бигъи.	cʼinničʼigu berkula čʼek'a biʁi.			наступать	biʁi	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	314	9	[Do you know what happened to me yesterday?]	[Знаете что вчера со мной случилось?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Гьегелд ч1ек1уч1у къамми.	hegeld čʼek'učʼu qʼammi. 			кусать 	qʼammi	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	315	9	[Do you know what happened to me yesterday?]	[Знаете что вчера со мной случилось?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Ден бихидло гьегелло гьинц1о шамми.	den biχidlo hegello hincʼo šammi. 			брать	biχidlo	converb	not p	other		1	Rikvani	Andi	M		2016
pfq	316	9	[Do you know what happened to me yesterday?]	[Знаете что вчера со мной случилось?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Ден бихидло гьегелло гьинц1о шамми.	den biχidlo hegello hincʼo šammi. 			бросать	šammi	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	317	9	[Do you know what happened to me yesterday?]	[Знаете что вчера со мной случилось?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Гьегеб бич1о.	hegeb bičʼo. 			умирать	bičʼo	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	318	10	[Do you know what happened to my brother yesterday? I saw it myself.]	[Знаете что вчера с моим братом случилось? Сам видел как произошло.]	We WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ.  	Решулъ волъо вук1о.	rešuɬ woɬo wuk’o.			ходить	woɬo wuk’o	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	319	10	[Do you know what happened to my brother yesterday? I saw it myself.]	[Знаете что вчера с моим братом случилось? Сам видел как произошло.]	We WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ.  	Ц1иннич1игу беркула ч1ек1а бигъи.	cʼinničʼigu berkula  čʼek’a biʁi. 			наступать	biʁi	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	320	10	[Do you know what happened to my brother yesterday? I saw it myself.]	[Знаете что вчера с моим братом случилось? Сам видел как произошло.]	We WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ.  	Гьегелд гьегещуб ч1ек1уч1у къамми.	hegeld hegešːub čʼek’uč’u  qʼammi.			кусать 	qʼammi	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	321	10	[Do you know what happened to my brother yesterday? I saw it myself.]	[Знаете что вчера с моим братом случилось? Сам видел как произошло.]	We WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ.  	Гьегещуд бихидло гьегелло гьинц1о шамми.	hegešːud biχidlo hegello hincʼo šammi.			брать	biχidlo	converb	not p	other		1	Rikvani	Andi	M		2016
pfq	322	10	[Do you know what happened to my brother yesterday? I saw it myself.]	[Знаете что вчера с моим братом случилось? Сам видел как произошло.]	We WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ.  	Гьегещуд бихидло гьегелло гьинц1о шамми.	hegešːud biχidlo hegello hincʼo šammi.			бросать	šammi	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	323	10	[Do you know what happened to my brother yesterday? I saw it myself.]	[Знаете что вчера с моим братом случилось? Сам видел как произошло.]	We WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ.  	Гьегеб бич1о.	hegeb bičʼo.			умирать	bičʼo	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	324	11	[Do you know what happened to me once when I was a child? (Note: the speaker was, however, old enough to remember the incident.)]	[Знаете что однажды со мной случилось в детстве? Очень хорошо помню.]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Решулъ волъо вук1о.	rešuɬ woɬo wuk’o.			ходить	woɬo wuk’o	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	325	11	[Do you know what happened to me once when I was a child? (Note: the speaker was, however, old enough to remember the incident.)]	[Знаете что однажды со мной случилось в детстве? Очень хорошо помню.]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Ц1иннич1игу беркула ч1ек1а бигъи.	cʼinničʼigu berkula čʼek’a biʁi.			наступать	biʁi	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	326	11	[Do you know what happened to me once when I was a child? (Note: the speaker was, however, old enough to remember the incident.)]	[Знаете что однажды со мной случилось в детстве? Очень хорошо помню.]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Гьегелд ч1ек1уч1у къамми.	hegeld čʼek’učʼu qʼammi.			кусать 	qʼammi	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	327	11	[Do you know what happened to me once when I was a child? (Note: the speaker was, however, old enough to remember the incident.)]	[Знаете что однажды со мной случилось в детстве? Очень хорошо помню.]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Ден бихидло гьегелло гьинц1о шамми.	den biχidlo hegello hincʼo šammi. 			брать	biχidlo	converb	not p	other		1	Rikvani	Andi	M		2016
pfq	328	11	[Do you know what happened to me once when I was a child? (Note: the speaker was, however, old enough to remember the incident.)]	[Знаете что однажды со мной случилось в детстве? Очень хорошо помню.]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Ден бихидло гьегелло гьинц1о шамми.	den biχidlo hegello hincʼo šammi. 			бросать	šammi	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	329	11	[Do you know what happened to me once when I was a child? (Note: the speaker was, however, old enough to remember the incident.)]	[Знаете что однажды со мной случилось в детстве? Очень хорошо помню.]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Гьегеб бич1о.	hegeb bičʼo.			умирать	bičʼo	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	330	12	[This happened to me just an hour ago.]	[Это случилось со мной только час назад.]	I SIT under a tree, when an apple FALL on my head. (Or, if more natural: While I SIT under a tree, an apple FALL on my head.)	Когда я CИДЕТЬ под деревом, на мою голову ПАДАТЬ яблоко.	Ден кьет1урукь гьогъу вук1одлогу дир мялло инчи букку.	den ƛʼet’uruƛʼ hoʁu wuk’odlogu dir mjallo inči bukku.			сидеть	wuk’odlogu	converb	not p	other	logu?	1	Rikvani	Andi	M		2016
pfq	331	12	[This happened to me just an hour ago.]	[Это случилось со мной только час назад.]	I SIT under a tree, when an apple FALL on my head. (Or, if more natural: While I SIT under a tree, an apple FALL on my head.)	Когда я CИДЕТЬ под деревом, на мою голову ПАДАТЬ яблоко.	Ден кьет1урукь гьогъу вук1одлогу дир мялло инчи букку.	den ƛʼet’uruƛʼ hoʁu wuk’odlogu dir mjallo inči bukku.			падать	bukːu	aorist	not p	not p		1	Rikvani	Andi	M		2016
pfq	332	13	[Do you know what happened to me once when I was a child? (Note: the speaker was, however, old enough to remember the incident.)]	[Знаете что однажды со мной случилось в детстве. Очень хорошо помню.]	I SIT under a tree, when an apple FALL on my head. (Or, if more natural: When I SIT under a tree, an apple FALL on my head.)	Когда я CИДЕТЬ под деревом, на мою голову ПАДАТЬ яблоко.	Ден кьет1урукь гьогъу вук1одлогу дир мялло инчи букку.	den ƛʼet’uruƛʼ hoʁu wuk’odlogu dir mjallo inči bukku.			сидеть	wuk’odlogu	converb	not p	other	logu?	1	Rikvani	Andi	M		2016
