survey	id	sentence_nr	context	sentence	translat_original	translit_morph	gloss	translation	target_verb	target_trans	form_label	exp	given	speaker	idiom	language	gender	birthyear	date	comment
pn	195	9	direct	Он взял камень, и бросил его на змею.	гьегешди бихий гьинц1о джаби беркуъа	hegešː-di b-iχi-j hinc’o džabi berku-ʔa	dem-erg inanone-take-cvb stone hit.aor snake-sup		throw	джаби	aorist	past	past	Kh	Zilo	Andi	F	NA	8.2017	
pn	196	9	direct	Он взял камень, и бросил его на змею.	гьегешди бихий гьинц1о джаби беркуъа	hegešː-di b-iχi-j hinc’o džabi berku-ʔa	dem-erg inanone-take-cvb stone hit.aor snake-sup		take	бихий	converb	past	perfect	Kh	Zilo	Andi	F	NA	8.2017	
pn	197	10	direct	Змея умерла.	берка бич1о	berka b-ič’o	snake an-die.aor		die	бич1о	aorist	past	past	Kh	Zilo	Andi	F	NA	8.2017	
pn	215	2	direct	Долго мы ходили и собирали.	бигьуригьи вогъи ищил гьер рак1арумало	b-ihu=rihi w-oʁi išːil he-r r-ak’aru-malo	inanone-a_lot_of=time m-pl.be.aor 1pl.excl dem-inantwo inantwo-gather-prog			вогъи	aorist		past	KhMM	Zilo	Andi	F	1981	8.2017	
pn	216	2	direct	Долго мы ходили и собирали.	бигьуригьи вогъи ищил гьер рак1арумало	b-ihu=rihi w-oʁi išːil he-r r-ak’aru-malo	inanone-a_lot_of=time m-pl.be.aor 1pl.excl dem-inantwo inantwo-gather-prog		gather	рак1арумало	progressive	past	other	KhMM	Zilo	Andi	F	1981	8.2017	
pn	217	3	direct	В какой-то момент мы очень устали.	себ заман ищил т1улу вагъи	se-b zaman išːil t’ulu w-aʁi	one-inanone time 1pl.excl very m-become_tired.aor		become tired	вагъи	aorist	past	past	KhMM	Zilo	Andi	F	1981	8.2017	
pn	218	4	direct	Мы сели на землю под деревом.	ищил гьо<во>к1о решукьи оншиъа гьиъа	išːil ho<wo>k’o rešu-ƛ’i onši-ʔa hiʔa	1pl.excl sit_down<m.pl>.aor forest-inter earth-sup above		sit	гьо<в><о>к1о	aorist	past	past	KhMM	Zilo	Andi	F	1981	8.2017	
pn	219	5	direct	Как будто из ничего, появилась змея.	икьиболо буххий берка 	iƛ’i-bolo b-uχːi-j berka	?-indef an-appear-pf snake		appear	буххий	perfect	past	perfect	KhMM	Zilo	Andi	F	1981	8.2017	
pn	220	6	direct	Мы испугались.	ищил сири	išːil siri	1pl.excl become_frightened.aor		become scared	сири	aorist	past	past	KhMM	Zilo	Andi	F	1981	8.2017	
pn	221	6	direct	Мы испугались.	ищил сири	išːil siri	1pl.excl become_frightened.aor			ц1иннигуч1игу	converb		perfect	KhMM	Zilo	Andi	F	1981	8.2017	
pn	222	7	direct	Брат нечаянно наступил на нее.	воццуди ц1иннигуч1игу бигъи чунк1а беркуъа	wocːu-di c’inni<gu>-č’igu b-iʁi čunk’a berku-ʔa	brother-erg know<emph>-neg.cvb inanone-stop.aor foot snake-sup		step	бигъи	aorist	past	past	KhMM	Zilo	Andi	F	1981	8.2017	
pn	223	8	direct	Змея укусила его в ногу.	беркуди чунк1уъа къаммий	berku-di čunk’u-ʔa q’ammi-j	snake-erg foot-sup bite-pf		bite	къаммий	perfect	past	perfect	KhMM	Zilo	Andi	F	1981	8.2017	
pn	224	9	direct	Он взял камень, и бросил его на змею.	гьегешди гьинц1оло бихий шамми гьеб беркуъо	hegeš-di hinc’o=lo b-iχi-j šammi he-b berku-ʔo	dem-erg stone=add inanone-take-cvb throw.aor dem-inanone snake-sup.lat		throw	шамми	aorist	past	past	KhMM	Zilo	Andi	F	1981	8.2017	
pn	225	9	direct	Он взял камень, и бросил его на змею.	гьегешди гьинц1оло бихий шамми гьеб беркуъо	hegeš-di hinc’o=lo b-iχi-j šammi he-b berku-ʔo	dem-erg stone=add inanone-take-cvb throw.aor dem-inanone snake-sup.lat		take	бихий	converb	past	perfect	KhMM	Zilo	Andi	F	1981	8.2017	
pn	226	10	direct	Змея умерла. 	гьербигьи берка бич1о(й)	herbihi berka b-ič’o-(j)	then snake an-die.aor-(pf)		die	бич1о	aorist	past	past	KhMM	Zilo	Andi	F	1981	8.2017	
pn	244	2	direct	Долго мы ходили и собирали.	вугьол вел1ий, бак1арун	w-uhol w-eƛi-j, b-ak’arun	M-a_lot_of.Pl M-walk-Cvb Inanone-gather.Aor		gather	бак1арун	aorist	past	past	M	Zilo	Andi	M	NA	8.2017	
pn	245	2	direct	Долго мы ходили и собирали.	вугьол вел1ий, бак1арун	w-uhol w-eƛi-j, b-ak’arun	M-a_lot_of.Pl M-walk-Cvb Inanone-gather.Aor		go	вел1ий	perfect	past	perfect	M	Zilo	Andi	M	NA	8.2017	
pn	246	3	direct	В какой-то момент мы очень устали.	себ заман ищил золо т1улол вагъи	se-b zaman išːil zolo t’ulol w-aʁi	one-Inanone time 1pl.excl very strongly.Pl M-become_tired.Aor		become tired	вагъи	aorist	past	past	M	Zilo	Andi	M	NA	8.2017	
pn	247	4	direct	Мы сели на землю под деревом.	оншило ищил гьо<во>к1о оншиъа гьиъа решукьи гьикьу	onšilo išːil ho<wo>k’o onši-ʔa hiʔa rešu-ƛ’i hiƛ’u	then 1pl.excl sit_down<M.Pl>.Aor earth-Sup above forest-Inter under		sit	гьо<в><о>к1о	aorist	past	past	M	Zilo	Andi	M	NA	8.2017	
pn	248	5	direct	Как будто из ничего, появилась змея.	себгулоссулъукку буххи биъо берка	sebgulo.sːu-ɬu-kːu b-uχːi b-iʔo berka	nothing.Neg.Cop-Adv-El An-appear.Aor An-come.Aor snake		appear	биъо	aorist	past	past	M	Zilo	Andi	M	NA	8.2017	
pn	249	5	direct	Как будто из ничего, появилась змея.	себгулоссулъукку буххи биъо берка	sebgulo.sːu-ɬu-kːu b-uχːi b-iʔo berka	nothing.Neg.Cop-Adv-El An-appear.Aor An-come.Aor snake		appear	буххи	aorist	past	past	M	Zilo	Andi	M	NA	8.2017	
pn	250	6	direct	Мы испугались.	ищил сири	išːil siri	1pl.excl become_frightened.Aor		become scared	сири	aorist	past	past	M	Zilo	Andi	M	NA	8.2017	
pn	251	7	direct	Брат нечаянно наступил на нее.	воццуч1укку ц1иннич1игу чунк1а бигъи гьиъа	wocːu-č’u-kːu c’inni-č’igu čunk’a b-iʁi hiʔa	brother-Cont-El know-Neg.Cvb foot Inanone-stop.Aor above		step	бигъи	aorist	past	past	M	Zilo	Andi	M	NA	8.2017	
pn	252	7	direct	Брат нечаянно наступил на нее.	воццуч1укку ц1иннич1игу чунк1а бигъи гьиъа	wocːu-č’u-kːu c’inni-č’igu čunk’a b-iʁi hiʔa	brother-Cont-El know-Neg.Cvb foot Inanone-stop.Aor above			ц1иннич1игу	converb		perfect	M	Zilo	Andi	M	NA	8.2017	
pn	253	8	direct	Змея укусила его в ногу.	оншило беркуди гьегешуб чунк1а къамми	onšilo berku-di hegešu-b čunk’a q’ammi	then snake-Erg Dem-Inanone[Gen] foot bite.Aor		bite	къамми	aorist	past	past	M	Zilo	Andi	M	NA	8.2017	
pn	254	9	direct	Он взял камень, и бросил его на змею.	оншило гьегешди беркуъа гьинц1о джаби	onšilo hegeš-di berku-ʔa hinc’o džabi	then Dem-Erg snake-Sup stone hit.Aor		throw	джаби	aorist	past	past	M	Zilo	Andi	M	NA	8.2017	
pn	255	10	direct	Змея умерла. 	оншило берка бич1о	onšilo berka b-ič’o	then snake An-die.Aor		die	бич1о	aorist	past	past	M	Zilo	Andi	M	NA	8.2017	
pn	274	2	direct	Долго мы ходили и собирали.	ищил золо вугьол вел1ий рак1арун гъваркъи	išːil zolo w-uhol w-eƛi-j r-ak’arun ʁʷarq’i	1pl.excl very M-a_lot_of.Pl M-walk-Cvb Inantwo-gather.Aor raspberry		gather	рак1арун	aorist	past	past	MKG	Zilo	Andi	M	1958	8.2017	
pn	275	2	direct	Долго мы ходили и собирали.	ищил золо вугьол вел1ий рак1арун гъваркъи	išːil zolo w-uhol w-eƛi-j r-ak’arun ʁʷarq’i	1pl.excl very M-a_lot_of.Pl M-walk-Cvb Inantwo-gather.Aor raspberry		go	вел1ий	perfect	past	perfect	MKG	Zilo	Andi	M	1958	8.2017	
pn	276	3	direct	В какой-то момент мы очень устали.	ищил золо вагъи	išːil zolo w-aʁi	1pl.excl very M-become_tired.Aor		become tired	вагъи	aorist	past	past	MKG	Zilo	Andi	M	1958	8.2017	
pn	277	4	direct	Мы сели на землю под деревом.	ищил гьоъоръа гьо<во>к1о решукьи	išːil hoʔor-ʔa ho<wo>k’o rešu-ƛ’i	1pl.excl ground-Sup sit_down<M.Pl>.Aor forest-Inter		sit	гьо<в><о>к1о	aorist	past	past	MKG	Zilo	Andi	M	1958	8.2017	
pn	278	5	direct	Как будто из ничего, появилась змея.	инуккугу бик1оболо буххи берка	inu-kːu=gu b-ik’o-bolo b-uχːi berka	where-El=Emph Inanone-be-Indef An-appear.Aor snake		appear	буххи	aorist	past	past	MKG	Zilo	Andi	M	1958	8.2017	
pn	279	5	direct	Как будто из ничего, появилась змея.	инуккугу бик1оболо буххи берка	inu-kːu=gu b-ik’o-bolo b-uχːi berka	where-El=Emph Inanone-be-Indef An-appear.Aor snake			бик1оболо	unclear		other	MKG	Zilo	Andi	M	1958	8.2017	
pn	280	6	direct	Мы испугались.	ищил сири	išːil siri	1pl.excl become_frightened.Aor		become scared	сири	aorist	past	past	MKG	Zilo	Andi	M	1958	8.2017	
pn	281	7	direct	Брат нечаянно наступил на нее.	воццуди чунк1а бигъи беркуъа 	wocːu-di čunk’a b-iʁi berku-ʔa	brother-Erg foot Inanone-stop.Aor snake-Sup		step	бигъи	aorist	past	past	MKG	Zilo	Andi	M	1958	8.2017	
pn	282	8	direct	Змея укусила его в ногу.	беркуди воццуъа къамми	berku-di wocːu-ʔa q’ammi	snake-Erg brother-Sup bite.Aor		bite	къамми	aorist	past	past	MKG	Zilo	Andi	M	1958	8.2017	
pn	283	9	direct	Он взял камень, и бросил его на змею.	гьегешди бихий гьинц1о шамми беркуъо	hegeš-di b-iχi-j hinc’o šammi berku-ʔo	Dem-Erg Inanone-take-Cvb stone throw.Aor snake-Sup.Lat		throw	шамми	aorist	past	past	MKG	Zilo	Andi	M	1958	8.2017	
pn	284	9	direct	Он взял камень, и бросил его на змею.	гьегешди бихий гьинц1о шамми беркуъо	hegeš-di b-iχi-j hinc’o šammi berku-ʔo	Dem-Erg Inanone-take-Cvb stone throw.Aor snake-Sup.Lat		take	бихий	converb	past	perfect	MKG	Zilo	Andi	M	1958	8.2017	
pn	285	10	direct	Змея умерла. 	берка бич1о	berka b-ič’o	snake An-die.Aor		die	бич1о	aorist	past	past	MKG	Zilo	Andi	M	1958	8.2017	
pn	305	2	direct	Долго мы ходили и собирали.	бигьу заман ищид соридло хъали гъуркъи 	b-ihu zaman išːi-d sori-d=lo qali ʁurq’i	inanone-a_lot_of time 1pl.excl-erg turn-cvb=add search.aor wild_strawberry		gather	хъали	aorist	past	past	MShM	Rikvani	Andi	M	1946	8.2017	
pn	306	2	direct	Долго мы ходили и собирали.	бигьу заман ищид соридло хъали гъуркъи 	b-ihu zaman išːi-d sori-d=lo qali ʁurq’i	inanone-a_lot_of time 1pl.excl-erg turn-cvb=add search.aor wild_strawberry		go	соридло	perfect	past	perfect	MShM	Rikvani	Andi	M	1946	8.2017	
pn	307	3	direct	В какой-то момент мы очень устали.	себ заман ищил вагъи	se-b zaman išːil w-aʁi	one-inanone time 1pl.excl m-become_tired.aor		become tired	вагъи	aorist	past	past	MShM	Rikvani	Andi	M	1946	8.2017	
pn	308	4	direct	Мы сели на землю под деревом.	оншло ищил гьокгъу вок1о кьет1урул1 гьикьу гьокгъолл*а	onšlo išːil hoɢu w-ok’o ƛ’et’uru-ƛ hiƛ’u hoɢol-l’a	then 1pl.excl down m-pl.be.aor tree-gen under ground-sup		sit	гьокгъу вок1о	aorist	past	past	MShM	Rikvani	Andi	M	1946	8.2017	
pn	309	5	direct	Как будто из ничего, появилась змея.	гьеб заман инуккволло бикгъо буххид берка	he-b zaman inu-kkwolo b-iɢo b-uχːi-d berka	dem-inanone time where-el.indef an-come.aor an-appear-cvb snake		appear	бикгъо	aorist	past	past	MShM	Rikvani	Andi	M	1946	8.2017	
pn	310	5	direct	Как будто из ничего, появилась змея.	гьеб заман инуккволло бикгъо буххид берка	he-b zaman inu-kkwolo b-iɢo b-uχːi-d berka	dem-inanone time where-el.indef an-come.aor an-appear-cvb snake			буххид	converb		perfect	MShM	Rikvani	Andi	M	1946	8.2017	
pn	311	6	direct	Мы испугались.	ищил сири	išːil siri	1pl.excl become_frightened.aor		become scared	сири	aorist	past	past	MShM	Rikvani	Andi	M	1946	8.2017	
pn	312	7	direct	Брат нечаянно наступил на нее.	воццуб ч1ек1а бигъи бужуролл*агу беркул*а	wocːu-b č’ek’a b-iʁi bužu-rol-l’a=gu berku-l’a	brother-inanone[gen] foot inanone-stop.aor believe-msd-sup=emph snake-sup		step	бигъи	aorist	past	past	MShM	Rikvani	Andi	M	1946	8.2017	
pn	313	7	direct	Брат нечаянно наступил на нее.	воццуб ч1ек1а бигъи бужуролл*агу беркул*а	wocːu-b č’ek’a b-iʁi bužu-rol-l’a=gu berku-l’a	brother-inanone[gen] foot inanone-stop.aor believe-msd-sup=emph snake-sup			бужуролл*агу	masdar		other	MShM	Rikvani	Andi	M	1946	8.2017	
pn	314	8	direct	Змея укусила его в ногу.	гьебригьи беркуд къамми воццуб ч1ек1уч1у	he-b=rihi berku-d q’ammi wocːu-b č’ek’u-č’u	dem-inanone=time snake-erg bite.aor brother-inanone[gen]-cont		bite	къамми	aorist	past	past	MShM	Rikvani	Andi	M	1946	8.2017	
pn	315	9	direct	Он взял камень, и бросил его на змею.	воццуд бихидло шамми гьинц1о беркул*о	wocːu-d b-iχi-d=lo šammi hinc’o berku-l’o	brother-erg inanone-take-cvb=add throw.aor stone snake-sup.lat		throw	шамми	aorist	past	past	MShM	Rikvani	Andi	M	1946	8.2017	
pn	316	9	direct	Он взял камень, и бросил его на змею.	воццуд бихидло шамми гьинц1о беркул*о	wocːu-d b-iχi-d=lo šammi hinc’o berku-l’o	brother-erg inanone-take-cvb=add throw.aor stone snake-sup.lat		take	бихидло	converb	past	perfect	MShM	Rikvani	Andi	M	1946	8.2017	
pn	317	10	direct	Змея умерла. 	(гьебригьи) берка бич1о 	(he-b=rihi) berka b-ič’o	(dem-inanone=time) snake inanone-die.aor		die	бич1о 	aorist	past	past	MShM	Rikvani	Andi	M	1946	8.2017	
pn	339	2	direct	Долго мы ходили и собирали.	ишиди гьеви игъа ригьиди бак1аруни	iši-di hewi iha rihi-di b-ak'aruni	1pl.excl-erg dem a_lot_of time-erg n-gather.aor		gather	бак1аруни	aorist	past	past	NNA	Muni	Andi	M	1970	8.2017	
pn	340	3	direct	В какой-то момент мы очень устали.	се(б) заманаллаъа ишили т1урух1ала вагъи	se(b) zamanalla-ʔa išili t'uruħala w-aʁi	one(n) time-sup 1pl.excl very m-become_tired.aor 		become tired	вагъи	aorist	past	past	NNA	Muni	Andi	M	1970	8.2017	
pn	341	4	direct	Мы сели на землю под деревом.	ишили ришалъулоч1у ракьилаъа гьок1у угъи	išili rišaɬulo-č'u raƛ'ila-ʔa hok'u uʁi	1excl tree-cont ground-sup down be.aor		sit	гьок1у угъи	aorist	past	past	NNA	Muni	Andi	M	1970	8.2017	
pn	342	5	direct	Как будто из ничего, появилась змея.	бигъилъу бигъило буххи берка 	b-iʁi-ɬu b-iʁi-lo b-uχːi berka	n-be-? n-be-cvb n-appear.aor snake		appear	буххи	aorist	past	past	NNA	Muni	Andi	M	1970	8.2017	
pn	343	5	direct	Как будто из ничего, появилась змея.	бигъилъу бигъило буххи берка 	b-iʁi-ɬu b-iʁi-lo b-uχːi berka	n-be-? n-be-cvb n-appear.aor snake			бигъило	converb		perfect	NNA	Muni	Andi	M	1970	8.2017	
pn	344	5	direct	Как будто из ничего, появилась змея.	бигъилъу бигъило буххи берка 	b-iʁi-ɬu b-iʁi-lo b-uχːi berka	n-be-? n-be-cvb n-appear.aor snake			бигъилъу 	unclear		other	NNA	Muni	Andi	M	1970	8.2017	
pn	345	6	direct	Мы испугались.	ишили кьирди 	išili ƛ'irdi 	1pl.excl become_frightened.aor 		become scared	кьирди 	aorist	past	past	NNA	Muni	Andi	M	1970	8.2017	
pn	346	7	direct	Брат нечаянно наступил на нее.	ц1иниджигу воццишди биркалаъа ч1ик1а бигъи	c'inni-džigu wocːiš-di birkala-ʔa č'ik'a b-iʁi	know-neg.cvb brother-erg snake-sup foot n-be.aor		step	бигъи	aorist	past	past	NNA	Muni	Andi	M	1970	8.2017	
pn	347	7	direct	Брат нечаянно наступил на нее.	ц1иниджигу воццишди биркалаъа ч1ик1а бигъи	c'inni-džigu wocːiš-di birkala-ʔa č'ik'a b-iʁi	know-neg.cvb brother-erg snake-sup foot n-be.aor			ц1иниджигу	converb		perfect	NNA	Muni	Andi	M	1970	8.2017	
pn	348	8	direct	Змея укусила его в ногу.	биркалоди гьешуви ч1ик1а къамми 	birkalo-di hešuwi č'ik'a q'ammi	snake-erg dem foot bite.aor 		bite	къамми 	aorist	past	past	NNA	Muni	Andi	M	1970	8.2017	
pn	349	9	direct	Он взял камень, и бросил его на змею.	гьешди гьинц1оло бихило биркалаъа гави 	heš-di hinc'o=lo biχi-lo birkalaʔa gawi	dem-erg stone=add take-cvb snake-sup.lat throw.aor 		throw	гави 	aorist	past	past	NNA	Muni	Andi	M	1970	8.2017	
pn	350	9	direct	Он взял камень, и бросил его на змею.	гьешди гьинц1оло бихило биркалаъа гави 	heš-di hinc'o=lo biχi-lo birkalaʔa gawi	dem-erg stone=add take-cvb snake-sup.lat throw.aor 		take	бихило	converb	past	perfect	NNA	Muni	Andi	M	1970	8.2017	
pn	351	10	direct	Змея умерла. 	бирка бикь*о	birka b-iƛ'*o	snake n-die.aor		die	бикь*о	aorist	past	past	NNA	Muni	Andi	M	1970	8.2017	
pn	370	2	direct	Долго мы ходили и собирали.	бигьури вел1ий рак1арун	b-ihu=ri w-eƛi-j r-ak’arun	Inanone-a_lot_of=time M-walk-Cvb Inantwo-gather.Aor		gather	рак1арун	aorist	past	past	Z	Zilo	Andi	F	NA	8.2017	
pn	371	2	direct	Долго мы ходили и собирали.	бигьури вел1ий рак1арун	b-ihu=ri w-eƛi-j r-ak’arun	Inanone-a_lot_of=time M-walk-Cvb Inantwo-gather.Aor		go	вел1ий	perfect	past	perfect	Z	Zilo	Andi	F	NA	8.2017	
pn	372	3	direct	В какой-то момент мы очень устали.	гьегеб заман ищил золо вагъи 	hege-b zaman išːil zolo w-aʁi	Dem-Inanone time 1pl.excl very M-become_tired.Aor		become tired	вагъи 	aorist	past	past	Z	Zilo	Andi	F	NA	8.2017	
pn	373	4	direct	Мы сели на землю под деревом.	ищил гьо<во>к1о гьоъоръа решукьил	išːil ho<wo>k’o hoʔor-ʔa rešu-ƛ’il	1Sg sit_down<M.Pl> ground-Sup tree-Sub		sit	гьовок1о	aorist	past	past	Z	Zilo	Andi	F	NA	8.2017	
pn	374	5	direct	Как будто из ничего, появилась змея.	себ бик1облъукку бич1ий буххи берка 	se-b b-ik’o-b-ɬu-kːu b-ič’i-j b-uχːi berka	one-Inanone Inanone-be-Pst.Ptcp-Adv-El An-?-Cvb Inanone-appear.Aor snake		appear	буххи	aorist	past	past	Z	Zilo	Andi	F	NA	8.2017	
pn	375	5	direct	Как будто из ничего, появилась змея.	себ бик1облъукку бич1ий буххи берка 	se-b b-ik’o-b-ɬu-kːu b-ič’i-j b-uχːi berka	one-Inanone Inanone-be-Pst.Ptcp-Adv-El An-?-Cvb Inanone-appear.Aor snake			бик1облъукку	participle		other	Z	Zilo	Andi	F	NA	8.2017	
pn	376	5	direct	Как будто из ничего, появилась змея.	себ бик1облъукку бич1ий буххи берка 	se-b b-ik’o-b-ɬu-kːu b-ič’i-j b-uχːi berka	one-Inanone Inanone-be-Pst.Ptcp-Adv-El An-?-Cvb Inanone-appear.Aor snake			бич1ий	converb		perfect	Z	Zilo	Andi	F	NA	8.2017	
pn	377	6	direct	Мы испугались.	ищил сири	išːil siri	1pl.excl become_frightened.Aor		become scared	сири	aorist	past	past	Z	Zilo	Andi	F	NA	8.2017	
pn	378	7	direct	Брат нечаянно наступил на нее.	воццуди ц1иннигуч1игу бигъий гьегел.ъа 	wocːu-di c’inni<gu>-č’igu b-iʁi-j hegel-ʔa	brother-Erg know<Emph>-Neg.Cvb Inanone-stop-Pf Dem-Sup			ц1иннигуч1игу	converb		perfect	Z	Zilo	Andi	F	NA	8.2017	
pn	379	7	direct	Брат нечаянно наступил на нее.	воццуди ц1иннигуч1игу бигъий гьегел.ъа 	wocːu-di c’inni<gu>-č’igu b-iʁi-j hegel-ʔa	brother-Erg know<Emph>-Neg.Cvb Inanone-stop-Pf Dem-Sup		step	бигъий	perfect	past	perfect	Z	Zilo	Andi	F	NA	8.2017	
pn	380	8	direct	Змея укусила его в ногу.	беркуди къаммий гьегешуб чунк1уъа	berku-di q’ammi-j hegešːu-b čunk’u-ʔa	snake-Erg bite-Pf Dem-Inanone[Gen] foot-Sup		bite	къаммий	perfect	past	perfect	Z	Zilo	Andi	F	NA	8.2017	
pn	381	9	direct	Он взял камень, и бросил его на змею.	гьегешди бихий гьинц1о шаммий гьегел.ъо 	hegeš-di b-iχi-j hinc’o šammi-j hegel-ʔo	Dem-Erg Inanone-take-Cvb stone throw-Pf Dem-Sup.Lat		take	бихий	converb	past	perfect	Z	Zilo	Andi	F	NA	8.2017	
pn	382	9	direct	Он взял камень, и бросил его на змею.	гьегешди бихий гьинц1о шаммий гьегел.ъо 	hegeš-di b-iχi-j hinc’o šammi-j hegel-ʔo	Dem-Erg Inanone-take-Cvb stone throw-Pf Dem-Sup.Lat		throw	шаммий	perfect	past	perfect	Z	Zilo	Andi	F	NA	8.2017	
pn	383	10	direct	Змея умерла. 	берка бич1о	berka b-ič’o	snake An-die.Aor		die	бич1о	aorist	past	past	Z	Zilo	Andi	F	NA	8.2017	
pn	17	2	indirect	Долго она ходила и собирала.	бигьу заман йик1о гьегей рак1арадо	b-ihu zaman j-ik’o hege-j r-ak’ar-ado	inanone-a_lot_of time f-be.aor dem-f inantwo-gather-prog		gather	йик1о рак1арадо	past progressive	perfect	other	A	Rikvani	Andi	M	NA	8.2017	
pn	18	3	indirect	В какой-то момент она очень устала.	себ заман гьегей золо йагъи 	se-b zaman hege-j zolo j-aʁi	one-inanone time dem-f very f-become_tired.aor		become tired	йагъи 	aorist	perfect	past	A	Rikvani	Andi	M	NA	8.2017	
pn	19	4	indirect	Она села на ствол дерева.	и гьокгъу йик1о куц1одол*а	i hoɢu j-ik’o kuc’odo-l’a	and down f-be.aor treetrunk.sup		sit	гьокгъу йик1о	aorist	perfect	past	A	Rikvani	Andi	M	NA	8.2017	
pn	20	5	indirect	Как будто из ничего, появилась змея.	[себгулоллъу ссублъукку] буххид бикгъо берка	(sebgulol-ɬu sːu-b-ɬu-kːu) b-uχːi-d berka	(nothing-adv neg.cop-pst.ptcp-adv-el) inanone-appear-pf snake		appear	бикгъо	aorist	perfect	past	A	Rikvani	Andi	M	NA	8.2017	
pn	21	5	indirect	Как будто из ничего, появилась змея.	[себгулоллъу ссублъукку] буххид бикгъо берка	(sebgulol-ɬu sːu-b-ɬu-kːu) b-uχːi-d berka	(nothing-adv neg.cop-pst.ptcp-adv-el) inanone-appear-pf snake		appear	буххид	perfect	perfect	perfect	A	Rikvani	Andi	M	NA	8.2017	
pn	22	5	indirect	Как будто из ничего, появилась змея.	[себгулоллъу ссублъукку] буххид бикгъо берка	(sebgulol-ɬu sːu-b-ɬu-kːu) b-uχːi-d berka	(nothing-adv neg.cop-pst.ptcp-adv-el) inanone-appear-pf snake			ссублъукку	unclear		other	A	Rikvani	Andi	M	NA	8.2017	
pn	23	6	indirect	Бабушка испугалась.	яя сири	jaja siri	mom become_frightened.aor		become scared	сири	aorist	perfect	past	A	Rikvani	Andi	M	NA	8.2017	
pn	24	7	indirect	Она (нечаянно) наступила на змею. 	ц1иннигуч1игу (гьегелд) беркул*а ч1ек1а бигъолъи	c’inni<gu>-čigu (hegel-d) berku-l’a č’ek’a b-iʁ-oɬi	know<emph>-neg.cvb (dem-erg) snake-sup foot inanone-stop-caus.aor		step	бигъолъи	aorist	perfect	past	A	Rikvani	Andi	M	NA	8.2017	
pn	25	7	indirect	Она (нечаянно) наступила на змею. 	ц1иннигуч1игу (гьегелд) беркул*а ч1ек1а бигъолъи	c’inni<gu>-čigu (hegel-d) berku-l’a č’ek’a b-iʁ-oɬi	know<emph>-neg.cvb (dem-erg) snake-sup foot inanone-stop-caus.aor			ц1иннигуч1игу	converb		perfect	A	Rikvani	Andi	M	NA	8.2017	
pn	26	8	indirect	Змея укусила ее в ногу. 	беркуд гьегелл1 ч1ек1а к1аммид	berku-d hegel-ƛ č’ek’a k’ammi-d	snake-erg dem-gen foot bite-pf		bite	к1аммид	perfect	perfect	perfect	A	Rikvani	Andi	M	NA	8.2017	
pn	27	9	indirect	Она [бабушка] взяла камень, и бросила [его] на змею.	гьегелд бихидло коди гьинц1о шамми гьегелло (беркуло) гьинц1о	hegel-d b-iχi-d=lo kodi hinc’o šammi hegel-lo (berku-lo) hinc’o	dem-erg inanone-take-cvb=add in_hands stone throw.aor dem-sup.lat (snake-sup.lat) stone		throw	шамми	aorist	perfect	past	A	Rikvani	Andi	M	NA	8.2017	
pn	28	9	indirect	Она [бабушка] взяла камень, и бросила [его] на змею.	гьегелд бихидло коди гьинц1о шамми гьегелло (беркуло) гьинц1о	hegel-d b-iχi-d=lo kodi hinc’o šammi hegel-lo (berku-lo) hinc’o	dem-erg inanone-take-cvb=add in_hands stone throw.aor dem-sup.lat (snake-sup.lat) stone		take	бихидло	converb	perfect	perfect	A	Rikvani	Andi	M	NA	8.2017	
pn	29	10	indirect	Та [змея] умерла. 	берка бич1од	berka b-ič’o-d	snake an-die-pf		die	бич1од	perfect	perfect	perfect	A	Rikvani	Andi	M	NA	8.2017	
pn	47	2	indirect	Долго она ходила и собирала.	бигьурилди йел1ило йел1и бак1арунний гьегебул	b-ihu-ril-di j-eƛi=lo j-eƛi b-ak’arunni-j hege-b-ul	inanone-a_lot_of-time-erg f-walk.aor=add f-walk.aor inanone-gather-cvb dem-inanone-pl		go	йел1и	aorist	perfect	past	AAJu	Zilo	Andi	F	2002	8.2017	
pn	48	2	indirect	Долго она ходила и собирала.	бигьурилди йел1ило йел1и бак1арунний гьегебул	b-ihu-ril-di j-eƛi=lo j-eƛi b-ak’arunni-j hege-b-ul	inanone-a_lot_of-time-erg f-walk.aor=add f-walk.aor inanone-gather-cvb dem-inanone-pl		go	йел1ило	aorist	perfect	past	AAJu	Zilo	Andi	F	2002	8.2017	
pn	49	2	indirect	Долго она ходила и собирала.	бигьурилди йел1ило йел1и бак1арунний гьегебул	b-ihu-ril-di j-eƛi=lo j-eƛi b-ak’arunni-j hege-b-ul	inanone-a_lot_of-time-erg f-walk.aor=add f-walk.aor inanone-gather-cvb dem-inanone-pl		gather	бак1арунний	perfect	perfect	perfect	AAJu	Zilo	Andi	F	2002	8.2017	
pn	50	3	indirect	В какой-то момент она очень устала.	себ заман гьегей йагъий	se-b zaman hege-j j-aʁi-j	one-inanone time dem-f f-become_tired-pf		become tired	йагъий	perfect	perfect	perfect	AAJu	Zilo	Andi	F	2002	8.2017	
pn	51	4	indirect	Она села на ствол дерева (пинёк).	гьегей гьо<й>к1ой мокъил.ъа	hegej ho<j>k’o-j moq’il-ʔa	dem-f sit<f>-pf treetrunk-sup 		sit	гьо<й>к1ой	perfect	perfect	perfect	AAJu	Zilo	Andi	F	2002	8.2017	
